,Unnamed: 0,Brand,Model Name,Rating,Wattage
586,1273,Thermaltake,Thermaltake Toughpower iRGB PLUS 1000 Platinum 1000,platinum,1000
587,1276,Cooler,Cooler Master V SFX Platinum 1100,platinum,1100
588,1277,Cooler,Cooler Master X Silent Edge Platinum 230V 1100,platinum,1100
589,1278,Asus,Asus ROG THOR 1200P 1200,platinum,1200
590,1279,Asus,Asus ROG THOR P2 Gaming 1200,platinum,1200
591,1283,Cooler,Cooler Master V1200 1200,platinum,1200
592,1284,Corsair,Corsair AX1200i 1200,platinum,1200
593,1285,Corsair,Corsair HX1200 Platinum 1200,platinum,1200
594,1286,Corsair,Corsair HX1200i 1200,platinum,1200
595,1289,FSP,FSP Group Hydro PTM PRO 1200,platinum,1200
596,1290,FSP,"FSP Group Hydro PTM PRO,Gen5 1200",platinum,1200
597,1291,FSP,"FSP Group Hydro PTM X PRO,Gen5 1200",platinum,1200
598,1292,FSP,FSP Group PT1200FM 1200,platinum,1200
599,1293,Gigabyte,Gigabyte AORUS P1200W 1200,platinum,1200
600,1300,Silverstone,Silverstone HELA 1200R 1200,platinum,1200
601,1301,Silverstone,Silverstone Strider Platinum 1200,platinum,1200
602,1302,Silverstone,Silverstone Strider Platinum S 1200,platinum,1200
603,1303,Thermaltake,Thermaltake Toughpower Grand 1200,platinum,1200
604,1304,Thermaltake,Thermaltake Toughpower Grand RGB Platinum 1200,platinum,1200
605,1305,Thermaltake,Thermaltake Toughpower iRGB PLUS 1200 Platinum 1200,platinum,1200
606,1306,Thermaltake,Thermaltake Toughpower PF1 - TT Premium Edition 1200,platinum,1200
607,1307,Thermaltake,Thermaltake TOUGHPOWER PF1 ARGB 1200,platinum,1200
608,1308,Thermaltake,Thermaltake Toughpower PF3 1200,platinum,1200
609,1309,Thermaltake,Thermaltake Toughpower PF3-L 1200,platinum,1200
610,1315,Cooler,Cooler Master V SFX Platinum 1300,platinum,1300
611,1316,Cooler,Cooler Master V1300 Platinum 1300,platinum,1300
612,1317,Deepcool,Deepcool PX1300P 1300,platinum,1300
613,1320,MSI,MSI MEG Ai1300P PCIE5 1300,platinum,1300
614,1322,Silverstone,Silverstone HELA R 1300,platinum,1300
615,1324,Corsair,Corsair HX1500i (2022) 1500,platinum,1500
616,1325,Corsair,Corsair HX1500i (2023) 1500,platinum,1500
617,1330,Cooler,Cooler Master M2000 2000,platinum,2000
618,1334,Silverstone,Silverstone Strider 500,silver,500
619,1335,FSP,FSP Group Raider S 550 550,silver,550
620,1339,Silverstone,Silverstone Strider 600,silver,600
621,1340,Corsair,Corsair Vengeance 650M 650,silver,650
622,1341,FSP,FSP Group Raider S 650 650,silver,650
623,1344,Corsair,Corsair Vengeance 750M 750,silver,750
624,1345,FSP,FSP Group Raider S 750 750,silver,750
625,1347,Silverstone,Silverstone Strider 750,silver,750
626,1350,Cooler,Cooler Master Silent Pro M2 850,silver,850
627,1352,Silverstone,Silverstone Strider 850,silver,850
628,1356,Cooler,Cooler Master Silent Pro M2 1000,silver,1000
629,1357,Silverstone,Silverstone Strider 1000,silver,1000
630,1358,Thermaltake,Thermaltake Toughpower 1000,silver,1000
631,1362,Thermaltake,Thermaltake Toughpower 1200,silver,1200
632,1363,Silverstone,Silverstone Zeus 1350,silver,1350
633,1364,Thermaltake,Thermaltake Toughpower 1350,silver,1350
634,1365,Cooler,Cooler Master Silent Pro M2 1500,silver,1500
635,1366,Silverstone,Silverstone Strider 1500,silver,1500
636,1367,Thermaltake,Thermaltake Toughpower 1500,silver,1500
637,1370,Silverstone,Silverstone NJ600 600,titanium,600
638,1371,Silverstone,Silverstone Strider Titanium 600,titanium,600
639,1376,Silverstone,Silverstone NJ700 700,titanium,700
640,1377,Silverstone,Silverstone Strider Titanium 700,titanium,700
641,1385,Silverstone,Silverstone SFX 800,titanium,800
642,1386,Silverstone,Silverstone Strider Titanium 800,titanium,800
643,1389,Corsair,Corsair AX850 850,titanium,850
644,1391,FSP,"FSP Group Hydro Ti PRO,Gen 5 850",titanium,850
645,1395,Thermaltake,Thermaltake Toughpower DPS G RGB Titanium 850,titanium,850
646,1399,Corsair,Corsair AX1000 1000,titanium,1000
647,1401,FSP,"FSP Group Hydro Ti PRO,Gen 5 1000",titanium,1000
648,1405,Thermaltake,Thermaltake Toughpower DPS G RGB Titanium 1000,titanium,1000
649,1406,Silverstone,Silverstone Strider Titanium 1100,titanium,1100
650,1407,Asus,Asus ROG LOKI 1200,titanium,1200
651,1409,Cooler,Cooler Master MasterWatt Maker 1200,titanium,1200
652,1410,Cooler,Cooler Master MASTERWATT MAKER MIJ 1200,titanium,1200
653,1412,Thermaltake,Thermaltake Toughpower DPS G RGB 1250,titanium,1250
654,1413,Thermaltake,Thermaltake Toughpower iRGB PLUS 1250,titanium,1250
655,1414,Thermaltake,Thermaltake Toughpower iRGB PLUS TT Premium Edition 1250,titanium,1250
656,1418,Silverstone,Silverstone Strider Titanium 1300,titanium,1300
657,1420,Cooler,Cooler Master MasterWatt Maker 1500 (no Bluetooth) 1500,titanium,1500
658,1421,Corsair,Corsair AX1500i 1500,titanium,1500
659,1422,Corsair,Corsair AX1500i 240V 1500,titanium,1500
660,1423,Silverstone,Silverstone Strider Titanium 1500,titanium,1500
661,1424,Thermaltake,Thermaltake Toughpower DPS G RGB Titanium 1500,titanium,1500
662,1425,Thermaltake,Thermaltake Toughpower TF1 - TT Premium 1550,titanium,1550
663,1427,Asus,Asus ROG THOR 1600T Gaming 1600,titanium,1600
664,1429,Corsair,Corsair AX1600i 1600,titanium,1600
665,1433,Thermaltake,Thermaltake Toughpower iRGB PLUS TT Premium Edition 1650,titanium,1650
