Brand,Name,Size,Price,URL,Timestamp,Note
MONTECH,King 95    - Red,ATX,RM 509.00,https://brightstarcomp.com/collections/pc-components/products/montech-king-95-mid-tower-atx-pc-chassis-red?_pos=107&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,Mid-Tower
MSI,MAG Forge 320R Airflow,,RM 309.00,https://brightstarcomp.com/collections/pc-components/products/msi-mag-forge-320r-airflow-mid-tower-pc-chassis?_pos=108&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,Mid-Tower
MSI,MAG Forge M100R,Micro-ATX,RM 259.00,https://brightstarcomp.com/collections/pc-components/products/msi-mag-forge-m100r-micro-atx-pc-chassis?_pos=109&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,
MSI,MAG PANO M100R PZ White,Micro-ATX,RM 469.00,https://brightstarcomp.com/collections/pc-components/products/msi-mag-pano-m100r-pz-white-micro-atx-pc-chassis?_pos=110&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,
MSI,MAG Shield 110A,,RM 199.00,https://brightstarcomp.com/collections/pc-components/products/msi-mag-shield-110a-mid-tower-pc-chassis?_pos=111&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,Mid-Tower
MSI,MPG Gungnir 110R White,ATX,RM 329.00,https://brightstarcomp.com/collections/pc-components/products/msi-mpg-gungnir-110r-white-mid-tower-atx-pc-chassis?_pos=112&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,Mid-Tower
MSI,MPG Gungnir 300R Airflow    - White,ATX,RM 819.00,https://brightstarcomp.com/collections/pc-components/products/msi-mpg-gungnir-300r-airflow-mid-tower-atx-pc-chassis-white?_pos=113&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,Mid-Tower
MSI,MPG Quietude 100S,ATX,RM 439.00,https://brightstarcomp.com/collections/pc-components/products/msi-mpg-quietude-100s-mid-tower-atx-pc-chassis?_pos=114&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,Mid-Tower
NZXT,H5 Elite,Micro-ATX,RM 599.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h5-elite-micro-atx-pc-chassis?_pos=115&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,
NZXT,H5 Flow 2024,Micro-ATX,RM 399.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h5-flow-2024-micro-atx-pc-chassis?_pos=116&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,
NZXT,H5 Flow,Micro-ATX,From RM 349.00 to RM 359.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h5-flow-micro-atx-pc-chassis?_pos=117&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,
NZXT,H5 Flow RGB 2024,Micro-ATX,RM 539.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h5-flow-rgb-2024-micro-atx-pc-chassis?_pos=118&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,
NZXT,H5 Flow RGB,Micro-ATX,RM 499.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h5-flow-rgb-micro-atx-pc-chassis?_pos=119&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,
NZXT,H5 Flow Starfield    - White,ATX,RM 655.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h5-flow-starfield-mid-tower-atx-pc-chassis-white?_pos=120&_fid=559632eaf&_ss=c,2025-03-18 22:12:14.877689,Mid-Tower
NZXT,H6 Flow Compact Dual Chamber,ATX,RM 479.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h6-flow-compact-dual-chamber-mid-tower-atx-pc-chassis?_pos=121&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
NZXT,H6 Flow RGB Compact Dual Chamber,ATX,RM 589.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h6-flow-rgb-compact-dual-chamber-mid-tower-atx-pc-chassis?_pos=122&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
NZXT,H7 Elite Premium,ATX,RM 749.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h7-elite-premium-atx-mid-tower-case-matte-black-matte-white?_pos=123&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
NZXT,H7 Flow 2024,EATX,RM 549.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h7-flow-2024-full-tower-eatx-pc-chassis?_pos=124&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Full-Tower
NZXT,H7 Flow 2024 RGB,EATX,RM 639.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h7-flow-2024-rgb-full-tower-eatx-pc-chassis?_pos=125&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Full-Tower
NZXT,H7 Flow,EATX,RM 485.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h7-flow-full-tower-eatx-pc-chassis?_pos=126&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Full-Tower
NZXT,H7 Flow RGB,ATX,RM 565.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h7-flow-rgb-mid-tower-atx-pc-chassis?_pos=127&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
NZXT,H7,EATX,From RM 449.00 to RM 575.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h7-full-tower-eatx-pc-chassis?_pos=128&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Full-Tower
NZXT,H9 Elite    - Matte Black,ATX,RM 999.00,https://brightstarcomp.com/collections/pc-components/products/nzxt-h9-elite-mid-tower-atx-pc-chassis-matte-black?_pos=129&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
Phanteks,Eclipse P360A    - White,ATX,RM 199.00,https://brightstarcomp.com/collections/pc-components/products/phanteks-eclipse-p360a-mid-tower-atx-pc-chassis-white?_pos=130&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
Phanteks,Eclipse P600S Silent DRGB    - Matte White,EATX,RM 725.00,https://brightstarcomp.com/collections/pc-components/products/phanteks-eclipse-p600s-silent-drgb-full-tower-eatx-pc-chassis-matte-white?_pos=131&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Full-Tower
Phanteks,NV7 TG DRGB    - Satin Black,ATX,RM 899.00,https://brightstarcomp.com/collections/pc-components/products/phanteks-nv7-tg-drgb-mid-tower-atx-pc-chassis-satin-black?_pos=132&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
Phanteks,XT View TG DRGB,ATX,RM 299.00,https://brightstarcomp.com/collections/pc-components/products/phanteks-xt-view-tg-drgb-mid-tower-atx-pc-chassis?_pos=133&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,Mid-Tower
Segotep,Alpha,Micro-ATX,RM 199.00,https://brightstarcomp.com/collections/pc-components/products/segotep-alpha-micro-atx-pc-chassis?_pos=134&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,
Segotep,Endura 240s   - White,Micro-ATX,RM 199.00,https://brightstarcomp.com/collections/pc-components/products/segotep-endura-240s-micro-atx-pc-chassis-white?_pos=135&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.974341,
Segotep,Gank 240-S,Micro-ATX,From RM 179.00 to RM 189.00,https://brightstarcomp.com/collections/pc-components/products/segotep-gank-240-s-micro-atx-pc-chassis?_pos=136&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Segotep,Gremlin 1   - Black,Micro-ATX,RM 179.00,https://brightstarcomp.com/collections/pc-components/products/segotep-gremlin-1-micro-atx-pc-chassis-black?_pos=137&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Segotep,Lumi II ARGB,Micro-ATX,From RM 189.00 to RM 199.00,https://brightstarcomp.com/collections/pc-components/products/segotep-lumi-ii-argb-micro-atx-pc-chassis?_pos=138&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Segotep,Memphis-S Meow Edition   - White,Micro-ATX,RM 179.00,https://brightstarcomp.com/collections/pc-components/products/segotep-memphis-s-meow-edition-micro-atx-pc-chassis-white?_pos=139&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Segotep,Memphis-S,Micro-ATX,From RM 159.00 to RM 179.00,https://brightstarcomp.com/collections/pc-components/products/segotep-memphis-s-micro-atx-pc-chassis?_pos=140&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Slevcase,A-Touch SE380   - Black,Micro-ATX,RM 129.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-a-touch-se380-micro-atx-pc-chassis-black?_pos=141&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Slevcase,ALLURE Tri-Dimension Panoramic,MATX,RM 279.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-allure-tri-dimension-panoramic-matx-pc-case?_pos=142&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Slevcase,Envision Premium,Micro-ATX,From RM 189.00 to RM 199.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-envision-premium-micro-atx-pc-chassis?_pos=143&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Slevcase,Glazing Fantasy,Micro-ATX,From RM 229.00 to RM 239.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-glazing-fantasy-micro-atx-pc-chassis?_pos=144&_fid=559632eaf&_ss=c,2025-03-18 22:12:15.975341,
Slevcase,Horizon,Micro-ATX,From RM 199.00 to RM 209.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-horizon-micro-atx-pc-chassis?_pos=145&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Slevcase,Insight   - Black,Micro-ATX,RM 119.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-insight-micro-atx-pc-chassis-black?_pos=146&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Slevcase,SEAVIEW Airflow Dual Chamber,Micro-ATX,From RM 209.00 to RM 219.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-seaview-airflow-dual-chamber-micro-atx-case?_pos=147&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Slevcase,Spotless with SE380 PSU,Micro-ATX,RM 129.00,https://brightstarcomp.com/collections/pc-components/products/slevcase-spotless-with-se380-psu-micro-atx-pc-chassis?_pos=148&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
SSUPD,Meshroom S SFF   [G99.OE776SG.00],ATX,RM 559.00,https://brightstarcomp.com/collections/pc-components/products/ssupd-meshroom-s-sff-atx-chassis-g99-oe776sg-00?_pos=149&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Arc Curved TG,ATX,From RM 289.00 to RM 309.00,https://brightstarcomp.com/collections/pc-components/products/tecware-arc-curved-tg-atx-chassis?_pos=150&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Arc M,Micro-ATX,From RM 229.00 to RM 239.00,https://brightstarcomp.com/collections/pc-components/products/tecware-arc-m-micro-atx-chassis?_pos=151&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Core Mini SFF with 250W PSU,Micro-ATX,RM 199.00,https://brightstarcomp.com/collections/pc-components/products/tecware-core-mini-sff-with-250w-psu-micro-atx-pc-chassis?_pos=152&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Edge Air Tempered Glass   - Black,,RM 209.00,https://brightstarcomp.com/collections/pc-components/products/tecware-edge-air-tempered-glass-mid-tower-pc-chassis-black?_pos=153&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,Mid-Tower
Tecware,Forge M2 Tempered Glass ARGB,Micro-ATX,From RM 159.00 to RM 189.00,https://brightstarcomp.com/collections/pc-components/products/tecware-forge-m2-tempered-glass-argb-micro-atx-pc-chassis?_pos=154&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Fusion 2,Micro-ATX,From RM 169.00 to RM 249.00,https://brightstarcomp.com/collections/pc-components/products/tecware-fusion-2-micro-atx-chassis?_pos=155&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Infinity M ARGB,ATX,From RM 249.00 to RM 259.00,https://brightstarcomp.com/collections/pc-components/products/tecware-infinity-m-argb-mid-tower-atx-pc-chassis?_pos=156&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,Mid-Tower
Tecware,Neo M2 Omni TG ARGB,ATX,From RM 169.00 to RM 179.00,https://brightstarcomp.com/collections/pc-components/products/tecware-neo-m2-omni-tg-argb-mid-tower-atx-pc-chassis?_pos=157&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,Mid-Tower
Tecware,Neo M2 Steel,Micro-ATX,RM 129.00,https://brightstarcomp.com/collections/pc-components/products/tecware-neo-m2-steel-micro-atx-pc-chassis?_pos=158&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Nexus Air M TG ARGB,Micro-ATX,From RM 139.00 to RM 219.00,https://brightstarcomp.com/collections/pc-components/products/tecware-nexus-air-m-tg-argb-micro-atx-pc-chassis?_pos=159&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Nexus Air M3 Omni ARGB,Micro-ATX,RM 189.00,https://brightstarcomp.com/collections/pc-components/products/tecware-nexus-air-m3-omni-argb-micro-atx-pc-chassis?_pos=160&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.333411,
Tecware,Nexus Air TG ARGB,ATX,From RM 189.00 to RM 205.00,https://brightstarcomp.com/collections/pc-components/products/tecware-nexus-air-tg-argb-mid-tower-atx-pc-chassis?_pos=161&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,Mid-Tower
Tecware,Timber High Airflow,ATX,From RM 249.00 to RM 259.00,https://brightstarcomp.com/collections/pc-components/products/tecware-timber-high-airflow-atx-chassis?_pos=162&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,
Tecware,VX Trinity M TG,ATX,From RM 259.00 to RM 279.00,https://brightstarcomp.com/collections/pc-components/products/tecware-vx-trinity-m-tg-mid-tower-atx-pc-chassis?_pos=163&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,Mid-Tower
Tecware,VX90M Dual Tempered Glass,Micro-ATX,RM 209.00,https://brightstarcomp.com/collections/pc-components/products/tecware-vx90m-dual-tempered-glass-micro-atx-pc-chassis?_pos=164&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,
Tecware,VXN EVO Omni Dual Chamber ARGB,ATX,From RM 209.00 to RM 219.00,https://brightstarcomp.com/collections/pc-components/products/tecware-vxn-evo-omni-dual-chamber-argb-mid-tower-atx-pc-chassis?_pos=165&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,Mid-Tower
Thermaltake,A500 Aluminum Tempered Glass Edition    [CA-1L3-00M9WN-00],ATX,RM 349.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-a500-aluminum-tempered-glass-edition-atx-mid-tower-chassis-ca-1l3-00m9wn-00?_pos=166&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,Mid Tower
Thermaltake,Ceres 500 TG ARGB,EATX,RM 399.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-ceres-500-tg-argb-mid-tower-eatx-chassis?_pos=167&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,Mid Tower
Thermaltake,Core P6 TG Snow,ATX,RM 759.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-core-p6-tg-snow-mid-tower-atx-pc-chassis?_pos=168&_fid=559632eaf&_ss=c,2025-03-18 22:12:17.334411,Mid-Tower
Thermaltake,CTE C750 Air,EATX,RM 499.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-cte-c750-air-full-tower-eatx-pc-chassis?_pos=169&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,Full-Tower
Thermaltake,CTE C750 Tempered Glass ARGB,EATX,RM 499.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-cte-c750-tempered-glass-argb-full-tower-eatx-pc-chassis?_pos=170&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,Full-Tower
Thermaltake,Level 20 GT ARGB,E-ATX,RM 349.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-level-20-gt-argb-e-atx-full-tower-pc-case?_pos=171&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,Full Tower
Thermaltake,S200 TG ARGB Snow,ATX,RM 189.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-s200-tg-argb-snow-mid-tower-atx-pc-chassis?_pos=172&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,Mid-Tower
Thermaltake,The Tower 200,Mini-ITX,From RM 499.00 to RM 519.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-the-tower-200-mini-itx-pc-chassis?_pos=173&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,
Thermaltake,The Tower 300,Micro-ATX,From RM 599.00 to RM 619.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-the-tower-300-micro-atx-pc-chassis?_pos=174&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,
Thermaltake,Versa H25    - Black,ATX,RM 159.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-versa-h25-mid-tower-atx-pc-chassis-black?_pos=175&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,Mid-Tower
Thermaltake,View 170 Tempered Glass ARGB,Micro-ATX,From RM 229.00 to RM 239.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-view-170-tempered-glass-argb-micro-atx-pc-chassis?_pos=176&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,
Thermaltake,View 200 TG ARGB Snow,,RM 289.00,https://brightstarcomp.com/collections/pc-components/products/thermaltake-view-200-tg-argb-snow-mid-tower-pc-chassis?_pos=177&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,Mid-Tower
X-Five,Elegant M8 with 500W Psu,Micro-ATX,RM 169.00,https://brightstarcomp.com/collections/pc-components/products/x-five-elegant-m8-with-500w-psu-micro-atx-pc-chassis?_pos=178&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,
X-Five,Marvelous N7 with 300W Psu,Micro-ATX,RM 129.00,https://brightstarcomp.com/collections/pc-components/products/x-five-marvelous-n7-with-300w-psu-micro-atx-pc-chassis?_pos=179&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,
X-Five,T3 with 500W Psu,Micro-ATX,RM 129.00,https://brightstarcomp.com/collections/pc-components/products/x-five-t3-with-500w-psu-micro-atx-pc-chassis?_pos=180&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,
Zalman,P10   - White,Micro-ATX,RM 199.00,https://brightstarcomp.com/collections/pc-components/products/zalman-p10-micro-atx-pc-chassis-white?_pos=181&_fid=559632eaf&_ss=c,2025-03-18 22:12:18.231100,
Phanteks,NV5S,,449.0,https://czone.my/czone/phanteks-nv5s-computer-case.html,2025-03-19 14:38:30.222135,
Deepcool,CH260,MATX,259.0,https://czone.my/czone/deepcool-ch260-matx-computer-case.html,2025-03-19 14:38:30.222135,
Tecware,Timber M TG,,179.0,https://czone.my/czone/tecware-timber-m-tg-computer-case.html,2025-03-19 14:38:30.222135,
Asus,ProArt PA401 Wood Edition,ATX,560.0,https://czone.my/czone/pa401/bk/wood/tg-1741927504.html,2025-03-19 14:38:30.222135,"ATX, TG, Black"
Lian Li,PC-O11 Vision Compact,,1920.0,https://czone.my/czone/pc-o11vpw-1739103813.html,2025-03-19 14:38:30.223136,
Tecware,VX Prism M,mATX,269.0,https://czone.my/czone/twca-vxprm-bkar-1739107091.html,2025-03-19 14:38:30.223136,"mATX, TG, ARGB, Black"
Lian Li,A4-H2O,,679.0,https://czone.my/czone/lian-li-a4-h2o-computer-case.html,2025-03-19 14:38:30.223136,
Tecware,Fusion 2 Air   - DNR,mATX,229.0,https://czone.my/czone/twca-fus2a-bk-1739107088.html,2025-03-19 14:38:30.223136,"mATX, TG, Black"
Tecware,Edge M2 TG,mATX,169.0,https://czone.my/czone/twca-edm2-bkol-1739107087.html,2025-03-19 14:38:30.223136,"mATX, TG, ARGB, Black"
Gaming Freak,P2 Storm TG,mATX,189.0,https://czone.my/czone/gfg-p2storm-1739103401.html,2025-03-19 14:38:30.223136,"mATX, TG, ARGB, Black"
Gaming Freak,P1 Gateway TG,mATX,159.0,https://czone.my/czone/gfg-p1gateway-1739103401.html,2025-03-19 14:38:30.224136,"mATX, TG, ARGB, Black"
Tecware,Edge Air TG,ATX,199.0,https://czone.my/czone/twca-edair-bk-1739107087.html,2025-03-19 14:38:30.224136,"ATX, TG, Black"
Tecware,Nexus Air T3 Omni ARGB,mATX,189.0,https://czone.my/czone/twca-nexat3-bkol-1739107089.html,2025-03-19 14:38:30.224136,"mATX, TG, ARGB, Black"
Tecware,Nexus Air M3 Omni ARGB,mATX,189.0,https://czone.my/czone/twca-nexam3-bkol-1739107089.html,2025-03-19 14:38:30.224136,"mATX, TG, ARGB, Black"
Lian Li,"A3 Computer Black Wooden  (, Mesh, Black)",mATX,359.0,https://czone.my/czone/a3x-wd-1739106872.html,2025-03-19 14:38:30.224136,"mATX, Mesh,  Black"
Tecware,ARC ARGB Curved TG,,,https://czone.my/czone/tecware-arc-argb-curved-tg-computer-case.html,2025-03-19 14:38:30.224136,
Tecware,ARC M ARGB Curved TG,,229.0,https://czone.my/czone/tecware-arc-m-argb-curved-tg-computer-case.html,2025-03-19 14:38:30.225136,
NZXT,H5 Flow,,399.0,https://czone.my/czone/nzxt-h5-flow-2024-computer-case.html,2025-03-19 14:38:30.225136,2024
Jonsbo,C6,,159.0,https://czone.my/czone/jonsbo-c6-computer-case.html,2025-03-19 14:38:30.225136,
Tecware,Neo M2 Omni TG ARGB,,169.0,https://czone.my/czone/tecware-neo-m2-omni-tg-argb-computer-case-matx-tg-black-1.html,2025-03-19 14:38:30.225136,
NZXT,H5 Flow  RGB,,539.0,https://czone.my/czone/nzxt-h5-flow-2024-rgb-computer-case.html,2025-03-19 14:38:30.225136,2024
Tecware,VX Trinity M ARGB,,259.0,https://czone.my/czone/tecware-vx-trinity-m-argb-computer-case-matx-tg-white-1.html,2025-03-19 14:38:30.225136,
Tecware,Timber TG,,,https://czone.my/czone/tecware-timber-tg-computer-case.html,2025-03-19 14:38:30.226137,
Tecware,Infinity M ARGB,,249.0,https://czone.my/czone/tecware-infinity-m-argb-computer-case.html,2025-03-19 14:38:30.226137,
Deepcool,CH170 Digital,ITX,279.0,https://czone.my/czone/deepcool-ch170-digital-itx-computer-case.html,2025-03-19 14:38:30.226137,
Deepcool,CG580,,269.0,https://czone.my/czone/deepcool-cg580-computer-case.html,2025-03-19 14:38:30.226137,
X-Five,BX Mini,mATX,130.0,https://czone.my/czone/bx-mini-1739103183.html,2025-03-19 14:38:30.226137,"mATX, Steel, 500 Watt Power, Black"
NZXT,H7 Flow  RGB,,639.0,https://czone.my/czone/nzxt-h7-flow-2024-rgb-computer-case.html,2025-03-19 14:38:30.226137,2024
Tecware,VXN Evo Omni,,209.0,https://czone.my/czone/tecware-vxn-evo-omni-computer-case.html,2025-03-19 14:38:30.227137,
Silverstone,Fara 514X,,269.0,https://czone.my/czone/silverstone-fara-514x-computer-case.html,2025-03-19 14:38:30.227137,
Silverstone,Fara 312X,mATX,199.0,https://czone.my/czone/sst-fa312x-bg-1739106999.html,2025-03-19 14:38:30.227137,"mATX, TG, ARGB, Black"
Montech,XR,,249.0,https://czone.my/czone/montech-xr-computer-case-atx-3-x120mm-argb-tg-black-1.html,2025-03-19 14:38:30.227137,
Fractal Design,Mood,,809.0,https://czone.my/czone/fractal-design-mood-computer-case-mini-itx-black-1.html,2025-03-19 14:38:35.705558,
Asus,A21,mATX,340.0,https://czone.my/czone/asus a21 wht-1739103132.html,2025-03-19 14:38:35.705558,"mATX, TG, White"
Lian Li,A3,,319.0,https://czone.my/czone/lian-li-a3-computer-case-matx-white-1.html,2025-03-19 14:38:35.705558,
Corsair,480T RGB Airflow,ATX,349.0,https://czone.my/czone/cc-9011272-ww-1739103225.html,2025-03-19 14:38:35.705558,"ATX, TG, ARGB, Black"
Deepcool,CH160,ITX,239.0,https://czone.my/czone/deepcool-ch160-itx-computer-case.html,2025-03-19 14:38:35.706558,
Phanteks,XT Pro Ultra,,329.0,https://czone.my/czone/phanteks-xt-pro-ultra-computer-case.html,2025-03-19 14:38:35.706558,
Phanteks,XT View,,,https://czone.my/czone/phanteks-xt-view-computer-case-atx-tg-drgb-white-1.html,2025-03-19 14:38:35.706558,
Deepcool,CH510,,239.0,https://czone.my/czone/deepcool-ch510-computer-case-atx-tg-white-1.html,2025-03-19 14:38:35.706558,
MSI,MAG Pano M100R PZ,mATX,469.0,https://czone.my/czone/mag pano m100r pz white-1739103633.html,2025-03-19 14:38:35.706558,"mATX, TG, ARGB, White"
Tecware,Nexus Air T3 ARGB,mATX,189.0,https://czone.my/czone/twca-nexat3-bkar-1737818349.html,2025-03-19 14:38:35.707559,"mATX, TG, ARGB, Black"
Tecware,Neo M2 Steel,mATX,129.0,https://czone.my/czone/twca-neom2s-bk-1738846807.html,2025-03-19 14:38:35.707559,"mATX, Steel, Black"
MSI,MAG Forge 320R Airflow,ATX,249.0,https://czone.my/czone/mag forge 320r airflow-1739103633.html,2025-03-19 14:38:35.707559,"ATX, TG, ARGB, Black"
Deepcool,Morpheus,,829.0,https://czone.my/czone/deepcool-morpheus-computer-case.html,2025-03-19 14:38:35.707559,
Deepcool,CH780,,729.0,https://czone.my/czone/deepcool-ch780-computer-case.html,2025-03-19 14:38:35.707559,
Deepcool,CH560 Digital,,469.0,https://czone.my/czone/deepcool-ch560-digital-computer-case.html,2025-03-19 14:38:35.707559,
Asus,A21,mATX,330.0,https://czone.my/czone/asus a21 blk-1739103132.html,2025-03-19 14:38:35.708559,"mATX, TG, Black"
Hyte,Revolt 3,ITX,349.0,https://czone.my/czone/cs-hyte-revolt3-w-1739103273.html,2025-03-19 14:38:35.708559,"ITX, TG, White"
Deepcool,CH370,,239.0,https://czone.my/czone/deepcool-ch370-computer-case-matx-tg-white-1.html,2025-03-19 14:38:35.708559,
NZXT,H6 Flow Compact Dual-Chamber,,479.0,https://czone.my/czone/nzxt-h6-flow-compact-dual-chamber-computer-case.html,2025-03-19 14:38:35.708559,
Deepcool,CK500,,329.0,https://czone.my/czone/deepcool-ck500-computer-case.html,2025-03-19 14:38:35.708559,
MSI,MAG Forge M100R,mATX,239.0,https://czone.my/czone/mag forge m100r-1739103633.html,2025-03-19 14:38:35.708559,"mATX, TG, ARGB, Black"
Thermaltake,Versa S200 TG ARGB,,269.0,https://czone.my/czone/thermaltake-versa-s200-tg-argb-computer-case-atx-tg-white-1.html,2025-03-19 14:38:35.709559,
NZXT,H7 Flow RGB,,565.0,https://czone.my/czone/nzxt-h7-flow-rgb-computer-case.html,2025-03-19 14:38:35.709559,
NZXT,H7 Elite 2023,,749.0,https://czone.my/czone/nzxt-h7-elite-2023-computer-case.html,2025-03-19 14:38:35.709559,
NZXT,H5 Flow RGB,,499.0,https://czone.my/czone/nzxt-h5-flow-rgb-computer-case.html,2025-03-19 14:38:35.709559,
Hyte,Y60 Computer Dual Chamber,ATX,889.0,https://czone.my/czone/hyte-y60-b-1739103456.html,2025-03-19 14:38:35.709559,"ATX, TG, Black"
Montech,Sky Two,ATX,399.0,https://czone.my/czone/sky two white-1739106974.html,2025-03-19 14:38:35.710559,"ATX, TG, White"
,Tecgear Core Slim SFF   - DNR,mATX,189.0,https://czone.my/czone/tgca-crsl-bk-1739107055.html,2025-03-19 14:38:35.710559,"mATX, Black"
