url,name,price,timestamp,Note
https://brightstarcomp.com/collections/pc-components/products/1st-player-black-sir-b5-m-micro-atx-pc-chasis?_pos=1&_fid=559632eaf&_ss=c,1st Player Black Sir B5-M Micro-ATX PC Chassis,RM 135.00,2025-03-18 22:12:10.939353,
https://brightstarcomp.com/collections/pc-components/products/1st-player-bs-2-micro-atx-pc-chassis?_pos=2&_fid=559632eaf&_ss=c,1st Player BS-2 Micro-ATX PC Chassis,From RM 150.00 to RM 165.00,2025-03-18 22:12:10.939353,
https://brightstarcomp.com/collections/pc-components/products/1st-player-d7-micro-atx-chassis?_pos=3&_fid=559632eaf&_ss=c,1st Player D7 Micro-ATX Chassis,From RM 179.00 to RM 189.00,2025-03-18 22:12:10.939353,
https://brightstarcomp.com/collections/pc-components/products/1st-player-mi5-micro-atx-chassis?_pos=4&_fid=559632eaf&_ss=c,1st Player Mi5 Micro-ATX Chassis,From RM 169.00 to RM 179.00,2025-03-18 22:12:10.940351,
https://brightstarcomp.com/collections/pc-components/products/1st-player-mi7-a-black-white-double-sided-tempered-glass-megaview-tower-atx-pc-gaming-casing-mi7a?_pos=5&_fid=559632eaf&_ss=c,1st Player Mi7-A BLACK / WHITE Double Sided Tempered Glass Megaview Tower ATX PC Gaming Casing MI7A,RM 199.00,2025-03-18 22:12:10.940351,
https://brightstarcomp.com/collections/pc-components/products/1st-player-mi8-micro-atx-chassis?_pos=6&_fid=559632eaf&_ss=c,1st Player Mi8 Micro-ATX Chassis,From RM 354.00 to RM 369.00,2025-03-18 22:12:10.940351,
https://brightstarcomp.com/collections/pc-components/products/1st-player-mv5-tp-micro-atx-chassis?_pos=7&_fid=559632eaf&_ss=c,1st Player MV5-TP Micro-ATX Chassis,From RM 199.00 to RM 209.00,2025-03-18 22:12:10.940351,
https://brightstarcomp.com/collections/pc-components/products/1st-player-mv8tp-tempered-glass-micro-atx-chassis?_pos=8&_fid=559632eaf&_ss=c,1st Player MV8-TP Tempered Glass Micro-ATX Chassis,From RM 329.00 to RM 349.00,2025-03-18 22:12:10.940351,
https://brightstarcomp.com/collections/pc-components/products/1st-player-sp7-tempered-glass-micro-atx-chassis?_pos=9&_fid=559632eaf&_ss=c,1st Player SP7 Tempered Glass Micro-ATX Chassis,From RM 379.00 to RM 399.00,2025-03-18 22:12:10.940351,
https://brightstarcomp.com/collections/pc-components/products/1st-player-t3-tempered-glass-micro-atx-chassis?_pos=10&_fid=559632eaf&_ss=c,1st Player T3 Tempered Glass Micro-ATX Chassis,From RM 185.00 to RM 195.00,2025-03-18 22:12:10.940351,
https://brightstarcomp.com/collections/pc-components/products/1st-player-t4-tempered-glass-micro-atx-chassis?_pos=11&_fid=559632eaf&_ss=c,1st Player T4 Tempered Glass Micro-ATX Chassis,From RM 185.00 to RM 195.00,2025-03-18 22:12:10.940351,
