Brand,Name,Socket,Size,DDR,RAM Slot,NVME Slot,SATA Slot,Wifi,Price,URL,Timestamp,Note
ASUS,ROG Strix X670E-I Gaming WIFI,AM5,ITX,,,,,1,2399,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-x670e-i-gaming-wifi-am5-itx-motherboard?_pos=64&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z690-I Gaming WIFI,LGA1700,ITX,,,,,1,949,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z690-i-gaming-wifi-lga1700-mini-itx-motherboard?_pos=68&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z790-I Gaming WIFI,LGA1700,ITX,,,,,1,2499,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z790-i-gaming-wifi-lga1700-mini-itx-motherboard?_pos=71&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z890-I Gaming WiFi,LGA1851,ITX,,,,,1,2400,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z890-i-gaming-wifi-lga1851-itx-motherboard?_pos=75&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming B550-Plus,nan,,,,,,,699,https://czone.my/czone/asus-tuf-gaming-b550-plus-motherboard.html,2025-03-19 14:21:27,
ASUS,TUF GAMING B550M-PLUS WIFI II,AM4,MATX,,,,,1,679,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b550m-plus-wifi-ii-am4-micro-atx-motherboard?_pos=76&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming B650-PLUS WiFi,nan,,DDR5,,,,1,1369,https://czone.my/czone/tuf gaming b650-plus wifi-1739107080.html,2025-03-19 14:21:24,
ASUS,TUF Gaming B650M-PLUS WIFI,AM5,MATX,,,,,1,1299,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b650m-plus-wifi-am5-micro-atx-motherboard?_pos=77&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming B760M-BTF WIFI,LGA1700,MATX,,,,,1,1099,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b760m-btf-wifi-lga1700-micro-atx-motherboard?_pos=78&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming B760M-PLUS WiFi D4,LGA1700,MATX,,4,2,,1,600,,,
ASUS,TUF Gaming B760M-PLUS WIFI II,LGA1700,MATX,,,,,1,999,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b760m-plus-wifi-ii-lga1700-micro-atx-motherboard?_pos=79&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
GIGABYTE,X670 Aorus Elite AX   - DNR,nan,,DDR5,,,,,1299,https://czone.my/czone/x670 aorus elite ax-1739107214.html,2025-03-19 14:21:27,
GIGABYTE,X670E Aorus Master   - DNR,nan,,DDR5,,,,,2199,https://czone.my/czone/x670e aorus master-1739107214.html,2025-03-19 14:21:27,
GIGABYTE,X870 Aorus Elite WiFi 7,nan,,DDR5,,,,1,1499,https://czone.my/czone/x870 a elite wifi7-1739107215.html,2025-03-19 14:21:24,
GIGABYTE,X870 Aorus Elite WiFi 7 Ice,nan,,DDR5,,,,1,1599,https://czone.my/czone/x870 a elite wifi7 ice-1739107215.html,2025-03-19 14:21:24,
MSI,X870 Gaming Plus WiFi,nan,,DDR5,,,,1,1429,https://czone.my/czone/x870 gaming plus wifi-1739107215.html,2025-03-19 14:21:21,
GIGABYTE,X870 Gaming X WiFi 7,nan,,DDR5,,,,1,1249,https://czone.my/czone/x870 gaming x wifi7-1739107215.html,2025-03-19 14:21:24,
ASRock,X870 Pro RS WiFi,nan,,DDR5,,,,1,1259,https://czone.my/czone/x870 pro rs wifi-1739350822.html,2025-03-19 14:21:21,
MSI,X870 Tomahawk WiFi,nan,,DDR5,,,,1,1499,https://czone.my/czone/mag x870 tomahawk wifi-1737960306.html,2025-03-19 14:21:24,
MSI,X870-P WiFi,nan,,DDR5,,,,1,1399,https://czone.my/czone/pro x870-p wifi-1739103829.html,2025-03-19 14:21:24,
GIGABYTE,X870E Aorus Elite WiFi 7,nan,,DDR5,,,,1,1699,https://czone.my/czone/x870e a elite wifi7-1739107216.html,2025-03-19 14:21:24,
GIGABYTE,X870E Aorus Master,nan,,DDR5,,,,,2599,https://czone.my/czone/x870e aorus master-1739107216.html,2025-03-19 14:21:21,
MSI,X870E Carbon WiFi,nan,,DDR5,,,,1,2299,https://czone.my/czone/mpg x870e carbon wifi-1739103704.html,2025-03-19 14:21:24,
MSI,X870E Edge Ti WiFi,nan,,DDR5,,,,1,1899,https://czone.my/czone/mpg x870e edge ti wifi-1741066205.html,2025-03-19 14:21:21,
MSI,X870E Tomahawk WiFi,nan,,DDR5,,,,1,1799,https://czone.my/czone/mag x870e tomahawk wifi-1739523611.html,2025-03-19 14:21:21,
ASRock,Z490M-ITX/ac,LGA1200,ITX,,2,1,,1,530,,,
MSI,Z790 PROJECT ZERO,LGA1700,ATX,,,,,,1399,https://brightstarcomp.com/collections/pc-components/products/msi-z790-project-zero-lga1700-atx-motherboard?_pos=163&_fid=457de5fe2&_ss=c,2025-03-18 22:07:34,
ASRock,Z790 Steel Legend WiFi Intel  D5,LGA1700,,,,,,1,1299,https://brightstarcomp.com/collections/pc-components/products/asrock-z790-steel-legend-wifi-intel-lga1700-d5-motherboard?_pos=35&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
GIGABYTE,Z890 Aero G,nan,,DDR5,,,,,1699,https://czone.my/czone/z890 aero g-1739107243.html,2025-03-19 14:21:24,
GIGABYTE,Z890 Aorus Elite WiFi 7,nan,,DDR5,,,,1,1419,https://czone.my/czone/z890 a elite wifi7-1739107243.html,2025-03-19 14:21:21,
GIGABYTE,Z890 Eagle WiFi 7,nan,,DDR5,,,,1,1199,https://czone.my/czone/z890 eagle wifi7-1739107243.html,2025-03-19 14:21:24,
GIGABYTE,Z890 Eagle WiFi7,LGA1851,ATX,,,,,1,1269,https://brightstarcomp.com/collections/pc-components/products/gigabyte-z890-eagle-wifi7-lga1851-atx-motherboard?_pos=125&_fid=5b876dc96&_ss=c,2025-03-18 22:07:32,
GIGABYTE,Z890 Gaming X WiFi 7,nan,,DDR5,,,,1,1299,https://czone.my/czone/z890 gaming x wifi7-1739107244.html,2025-03-19 14:21:24,
GIGABYTE,Z890 Gaming X WiFi 7,LGA1851,ATX,,,,,1,1359,https://brightstarcomp.com/collections/pc-components/products/gigabyte-z890-gaming-x-wifi-7-lga1851-atx-motherboard?_pos=126&_fid=5b876dc96&_ss=c,2025-03-18 22:07:32,
MSI,Z890 Tomahawk WiFi,nan,,DDR5,,,,1,1699,https://czone.my/czone/mag z890 tomahawk wifi-1739103634.html,2025-03-19 14:21:21,
