Brand,Name,Socket,Size,RAM Slot,NVME Slot,Wifi,Price,URL,Timestamp,Note
ASRock,PG Z790 RIPTIDE,LGA1700,ATX,,,1.0,1099.0,https://brightstarcomp.com/collections/pc-components/products/asrock-pg-z790-riptide-wifi-lga1700-atx-motherboard?_pos=28&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,PG Z790I Lightning,LGA1700,Mini-ITX,,,1.0,1399.0,https://brightstarcomp.com/collections/pc-components/products/asrock-pg-z790i-lightning-wifi-lga1700-mini-itx-motherboard?_pos=29&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,Phantom Gaming B760I Lightning,LGA1700,Mini-ITX,,,1.0,1049.0,https://brightstarcomp.com/collections/pc-components/products/asrock-phantom-gaming-b760i-lightning-wifi-lga1700-mini-itx-motherboard?_pos=30&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,Phantom Gaming X870 Riptide,AM5,ATX,,,1.0,1499.0,https://brightstarcomp.com/collections/pc-components/products/asrock-phantom-gaming-x870-riptide-wifi-am5-atx-motherboard?_pos=31&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,X870 Pro RS,AM5,ATX,,,1.0,1209.0,https://brightstarcomp.com/collections/pc-components/products/asrock-x870-pro-rs-wifi-am5-atx-motherboard?_pos=32&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,X870 Pro RS,nan,,,,1.0,1259.0,https://czone.my/czone/x870 pro rs wifi-1739350822.html,2025-03-19 14:21:21,DDR5
ASRock,X870 Steel Legend,AM5,ATX,,,1.0,1379.0,https://brightstarcomp.com/collections/pc-components/products/asrock-x870-steel-legend-wifi-am5-atx-motherboard?_pos=33&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,X870E TAICHI,AM5,ATX,,,,2399.0,https://brightstarcomp.com/collections/pc-components/products/asrock-x870e-taichi-am5-atx-motherboard?_pos=34&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,Z490M-ITX/ac,LGA1200,Mini ITX,2.0,1.0,1.0,530.0,,,
ASRock,Z790 Steel Legend  Intel  D5,LGA1700,,,,1.0,1299.0,https://brightstarcomp.com/collections/pc-components/products/asrock-z790-steel-legend-wifi-intel-lga1700-d5-motherboard?_pos=35&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,Z890 Pro RS,LGA1851,ATX,,,1.0,1329.0,https://brightstarcomp.com/collections/pc-components/products/asrock-z890-pro-rs-wifi-lga1851-atx-motherboard?_pos=36&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,Black
ASRock,Z890 Pro RS,LGA1851,ATX,,,1.0,1349.0,https://brightstarcomp.com/collections/pc-components/products/asrock-z890-pro-rs-wifi-lga1851-atx-motherboard?_pos=36&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,White
ASRock,Z890 Pro-A,LGA1851,ATX,,,1.0,1169.0,https://brightstarcomp.com/collections/pc-components/products/asrock-z890-pro-a-wifi-lga1851-atx-motherboard?_pos=37&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASRock,Z890 Steel Legend,LGA1851,ATX,,,1.0,1419.0,https://brightstarcomp.com/collections/pc-components/products/asrock-z890-steel-legend-wifi-lga1851-atx-motherboard?_pos=38&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,B650M-AYW,nan,,,,1.0,599.0,https://czone.my/czone/b650m-ayw wifi-1739854802.html,2025-03-19 14:21:21,DDR5
ASUS,PRIME A520M-K,AM4,Micro-ATX,,,,259.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-a520m-k-am4-micro-atx-motherboard?_pos=39&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,PRIME B550M-A,AM4,Micro-ATX,,,,439.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-b550m-a-am4-micro-atx-motherboard?_pos=40&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,PRIME B550M-K,AM4,Micro-ATX,,,,399.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-b550m-k-am4-micro-atx-motherboard?_pos=41&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,PRIME B650M-A  II,AM5,Micro-ATX,,,1.0,779.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-b650m-a-wifi-ii-ddr5-am5-micro-atx-motherboard?_pos=42&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,DDR5
ASUS,PRIME B650M-K,AM5,Micro-ATX,,,,679.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-b650m-k-am5-micro-atx-motherboard?_pos=43&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,PRIME H610M-K D4-CSM,LGA1700,Micro-ATX,,,,379.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-h610m-k-d4-csm-lga1700-micro-atx-motherboard?_pos=47&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,PRIME X870-P -CSM,AM5,ATX,,,1.0,1710.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-x870-p-wifi-csm-am5-atx-motherboard?_pos=48&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,PROART B760-A CREATOR   - DNR,nan,,,,,1099.0,https://czone.my/czone/proart b760-creator-1739103830.html,2025-03-19 14:21:24,DDR5
ASUS,Prime B660M-K D4,LGA1700,Micro-ATX,,,,399.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-b660m-k-d4-lga1700-micro-atx-motherboard?_pos=44&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,Prime B760M-A,LGA1700,Micro-ATX,,,1.0,769.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-b760m-a-wifi-lga1700-micro-atx-motherboard?_pos=46&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,Prime B760M-A,nan,,,,1.0,699.0,https://czone.my/czone/prime b760m-a wifi d4-6442.html,2025-03-19 14:21:24,DDR4
ASUS,Prime B760M-A  D4,LGA1700,Micro-ATX,,,1.0,719.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-b760m-a-wifi-d4-lga1700-micro-atx-motherboard?_pos=45&_fid=5b876dc96&_ss=c,2025-03-18 22:07:27,
ASUS,Prime Z790-P -CSM,LGA1700,ATX,,,1.0,1299.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-z790-p-wifi-csm-lga1700-atx-motherboard?_pos=49&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,Prime Z890-P  CSM,LGA1851,ATX,,,1.0,1550.0,https://brightstarcomp.com/collections/pc-components/products/asus-prime-z890-p-wifi-csm-lga1851-atx-motherboard?_pos=50&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ProArt B760-CREATOR,LGA1700,ATX,,,,1399.0,https://brightstarcomp.com/collections/pc-components/products/asus-proart-b760-creator-lga1700-atx-motherboard?_pos=51&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ProArt X870E-CREATOR,AM5,ATX,,,1.0,2690.0,https://brightstarcomp.com/collections/pc-components/products/asus-proart-x870e-creator-wifi-am5-atx-motherboard?_pos=52&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG CROSSHAIR X870E HERO,AM5,ATX,,,,4080.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-crosshair-x870e-hero-am5-atx-motherboard?_pos=53&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
